4  16.6823	2.249601e+00	1.148642e-01	6.955139e-01	7.731581e-01	2.852865e-01	6.955139e+01	
2  18.3359	2.305827e+00	1.161435e-01	6.808542e-01	7.935504e-01	3.016766e-01	6.808542e+01	
3  16.402	2.332169e+00	1.115161e-01	6.870029e-01	7.534983e-01	2.870544e-01	6.870029e+01	
1  15.3842	2.331161e+00	1.123626e-01	6.923957e-01	7.549746e-01	2.843450e-01	6.923957e+01	
1  14.3037	2.304292e+00	1.123197e-01	6.892513e-01	7.583291e-01	2.862895e-01	6.892513e+01	
5  14.5884	2.315814e+00	1.127223e-01	6.912797e-01	7.590805e-01	2.856954e-01	6.912797e+01	
6  14.3586	2.310986e+00	1.127687e-01	6.901809e-01	7.605308e-01	2.866020e-01	6.901809e+01	
3  13.8181	2.303814e+00	1.142556e-01	6.917561e-01	7.701631e-01	2.882554e-01	6.917561e+01	
4  16.6262	2.333348e+00	1.178068e-01	7.010798e-01	7.864556e-01	2.884653e-01	7.010798e+01	
2  14.2302	2.307526e+00	1.136792e-01	6.925534e-01	7.651708e-01	2.864677e-01	6.925534e+01	
2  14.4788	2.314333e+00	1.146574e-01	6.876007e-01	7.763845e-01	2.928224e-01	6.876007e+01	
3  13.1411	2.297087e+00	1.163238e-01	6.907467e-01	7.862531e-01	2.932922e-01	6.907467e+01	
2  15.4926	2.280888e+00	1.131485e-01	6.946059e-01	7.604700e-01	2.831251e-01	6.946059e+01	
4  13.4339	2.272760e+00	1.148767e-01	6.854298e-01	7.813895e-01	2.942620e-01	6.854298e+01	
1  14.1671	2.252567e+00	1.141671e-01	6.821810e-01	7.798588e-01	2.951127e-01	6.821810e+01	
1  16.5042	2.248571e+00	1.176476e-01	6.791044e-01	8.081993e-01	3.052530e-01	6.791044e+01	
3  17.9053	2.232210e+00	1.174136e-01	6.767312e-01	8.092882e-01	3.065295e-01	6.767312e+01	
3  14.2634	2.233801e+00	1.147202e-01	6.814413e-01	7.852257e-01	2.965407e-01	6.814413e+01	
13  13.2534	2.240696e+00	1.149741e-01	6.859239e-01	7.827874e-01	2.933637e-01	6.859239e+01	
1  13.3393	2.255149e+00	1.136551e-01	6.870747e-01	7.716506e-01	2.898939e-01	6.870747e+01	
1  14.8469	2.274866e+00	1.152019e-01	6.823321e-01	7.864675e-01	2.976837e-01	6.823321e+01	
1  13.8618	2.310522e+00	1.174838e-01	6.887608e-01	7.959390e-01	2.977144e-01	6.887608e+01	
1  15.2157	2.313220e+00	1.130629e-01	6.946138e-01	7.587269e-01	2.836115e-01	6.946138e+01	
2  15.7563	2.300363e+00	1.129789e-01	6.832002e-01	7.685912e-01	2.927112e-01	6.832002e+01	
3  17.182	2.296774e+00	1.124970e-01	6.807608e-01	7.673647e-01	2.936957e-01	6.807608e+01	
6  14.3652	2.293462e+00	1.153235e-01	6.849748e-01	7.843084e-01	2.960466e-01	6.849748e+01	
3  12.8885	2.280651e+00	1.190939e-01	6.924236e-01	8.053045e-01	2.973081e-01	6.924236e+01	
2  13.3461	2.286738e+00	1.190746e-01	6.877414e-01	8.092036e-01	3.014580e-01	6.877414e+01	
2  13.0868	2.299327e+00	1.180174e-01	6.905581e-01	7.985647e-01	2.970508e-01	6.905581e+01	
1  13.092	2.296269e+00	1.194197e-01	6.935326e-01	8.060702e-01	2.973602e-01	6.935326e+01	
1  13.1699	2.302455e+00	1.198231e-01	6.935841e-01	8.086980e-01	2.982831e-01	6.935841e+01	
3  13.6028	2.312220e+00	1.221516e-01	6.946545e-01	8.240591e-01	3.023926e-01	6.946545e+01	
3  13.5638	2.278947e+00	1.200858e-01	6.869688e-01	8.175131e-01	3.041142e-01	6.869688e+01	
2  13.2409	2.248068e+00	1.207933e-01	6.873043e-01	8.234559e-01	3.046613e-01	6.873043e+01	
4  13.5453	2.247145e+00	1.204933e-01	6.857607e-01	8.227537e-01	3.053768e-01	6.857607e+01	
1  13.9002	2.255084e+00	1.214428e-01	6.943449e-01	8.213747e-01	3.000069e-01	6.943449e+01	
1  14.1176	2.230598e+00	1.233375e-01	6.879296e-01	8.418781e-01	3.091146e-01	6.879296e+01	
7  14.2353	2.230758e+00	1.217351e-01	6.849754e-01	8.330805e-01	3.083750e-01	6.849754e+01	
4  15.4068	2.202093e+00	1.229634e-01	6.886144e-01	8.396237e-01	3.071102e-01	6.886144e+01	
