2	2267.04	2.248497e+00	1.185882e-01	1.041408e+00	3.040278e+00	9.590256e-01	4.423478e-02	-1.920000e+01	1.000610e+00	6.586319e+00	0.000000e+00	2.478886e-01	7.268189e+01	2.091105e+00	7.948529e-01	2.682690e-01
14	2216.26	2.254097e+00	1.188632e-01	1.041477e+00	3.024506e+00	9.596706e-01	4.127375e-02	-1.920000e+01	1.000610e+00	6.255020e+00	0.000000e+00	2.479123e-01	7.264844e+01	2.058383e+00	7.908250e-01	2.691432e-01
2	2214.40	2.254097e+00	1.188632e-01	1.041477e+00	3.024506e+00	9.596706e-01	4.127375e-02	-1.920000e+01	1.000942e+00	6.255020e+00	0.000000e+00	2.479123e-01	7.264844e+01	2.058383e+00	7.908250e-01	2.691432e-01
8	2115.11	2.276217e+00	1.190502e-01	1.042042e+00	3.042112e+00	9.519795e-01	4.919054e-02	-1.920000e+01	1.000942e+00	7.065720e+00	0.000000e+00	2.480057e-01	7.300800e+01	2.094944e+00	7.928494e-01	2.672645e-01
5	1820.74	2.276217e+00	1.190502e-01	1.042042e+00	3.042112e+00	9.519795e-01	4.919054e-02	-1.923093e+01	1.000942e+00	7.065720e+00	0.000000e+00	2.480057e-01	7.300800e+01	2.094944e+00	7.928494e-01	2.672645e-01
1	1787.76	2.282946e+00	1.188461e-01	1.042019e+00	3.046270e+00	9.565629e-01	5.114855e-02	-1.923093e+01	1.000942e+00	7.251724e+00	0.000000e+00	2.480339e-01	7.315295e+01	2.103673e+00	7.930570e-01	2.659508e-01
3	1681.62	2.306614e+00	1.189353e-01	1.042978e+00	3.065178e+00	9.580286e-01	6.052501e-02	-1.923093e+01	1.000942e+00	8.136124e+00	0.000000e+00	2.481324e-01	7.372277e+01	2.143827e+00	7.960882e-01	2.624550e-01
29	1301.58	2.254874e+00	1.177011e-01	1.042028e+00	3.048825e+00	9.696982e-01	4.968765e-02	-1.933720e+01	1.007304e+00	7.141525e+00	0.000000e+00	2.479156e-01	7.335932e+01	2.109055e+00	7.894772e-01	2.618074e-01
50	1295.48	2.254947e+00	1.178467e-01	1.042135e+00	3.065909e+00	9.708034e-01	6.016516e-02	-1.933720e+01	1.007304e+00	8.199997e+00	0.000000e+00	2.479160e-01	7.333902e+01	2.145395e+00	7.978301e-01	2.622245e-01
68	1295.49	2.254947e+00	1.178467e-01	1.042135e+00	3.065909e+00	9.708034e-01	6.016516e-02	-1.933720e+01	1.007135e+00	8.199997e+00	0.000000e+00	2.479160e-01	7.333902e+01	2.145395e+00	7.978301e-01	2.622245e-01
429	1295.49	2.254947e+00	1.178467e-01	1.042135e+00	3.065909e+00	9.708034e-01	6.016516e-02	-1.933720e+01	1.007132e+00	8.199997e+00	0.000000e+00	2.479160e-01	7.333902e+01	2.145395e+00	7.978301e-01	2.622245e-01
115	1297.47	2.259506e+00	1.175907e-01	1.041946e+00	3.073192e+00	9.680532e-01	6.569810e-02	-1.933720e+01	1.007132e+00	8.717300e+00	0.000000e+00	2.479352e-01	7.342157e+01	2.161077e+00	7.971204e-01	2.612448e-01
21	1298.03	2.259506e+00	1.175907e-01	1.041946e+00	3.073192e+00	9.680532e-01	6.569810e-02	-1.933720e+01	1.003725e+00	8.717300e+00	0.000000e+00	2.479352e-01	7.342157e+01	2.161077e+00	7.971204e-01	2.612448e-01
69	1296.79	2.253920e+00	1.171014e-01	1.042001e+00	3.082761e+00	9.709575e-01	7.242773e-02	-1.933720e+01	1.003725e+00	9.351120e+00	0.000000e+00	2.479116e-01	7.359612e+01	2.181855e+00	7.970947e-01	2.590004e-01
100	1297.21	2.252072e+00	1.169998e-01	1.042042e+00	3.086370e+00	9.695206e-01	7.540956e-02	-1.933720e+01	1.003725e+00	9.626968e+00	0.000000e+00	2.479038e-01	7.363675e+01	2.189745e+00	7.970435e-01	2.584934e-01
65	1297.45	2.274748e+00	1.180718e-01	1.042099e+00	3.092649e+00	9.737296e-01	7.834894e-02	-1.933720e+01	1.003725e+00	9.852280e+00	0.000000e+00	2.479995e-01	7.342872e+01	2.203536e+00	8.096685e-01	2.623688e-01
17	1296.22	2.274748e+00	1.180718e-01	1.042099e+00	3.092649e+00	9.737296e-01	7.834894e-02	-1.933720e+01	1.003044e+00	9.852280e+00	0.000000e+00	2.479995e-01	7.342872e+01	2.203536e+00	8.096685e-01	2.623688e-01
101	1295.82	2.274748e+00	1.180718e-01	1.042099e+00	3.092649e+00	9.737296e-01	7.834894e-02	-1.933720e+01	1.002484e+00	9.852280e+00	0.000000e+00	2.479995e-01	7.342872e+01	2.203536e+00	8.096685e-01	2.623688e-01
3	1296.11	2.274748e+00	1.180718e-01	1.042099e+00	3.092649e+00	9.737296e-01	7.834894e-02	-1.934682e+01	1.002484e+00	9.852280e+00	0.000000e+00	2.479995e-01	7.342872e+01	2.203536e+00	8.096685e-01	2.623688e-01
121	1293.92	2.269786e+00	1.180453e-01	1.042156e+00	3.082608e+00	9.721248e-01	7.290423e-02	-1.934682e+01	1.002484e+00	9.372177e+00	0.000000e+00	2.479786e-01	7.341181e+01	2.181522e+00	8.052253e-01	2.623485e-01
187	1294.63	2.268015e+00	1.176579e-01	1.041994e+00	3.073762e+00	9.713227e-01	6.909875e-02	-1.934682e+01	1.002484e+00	9.017014e+00	0.000000e+00	2.479712e-01	7.349685e+01	2.162309e+00	7.979736e-01	2.609918e-01
53	1293.16	2.259323e+00	1.177679e-01	1.042019e+00	3.068975e+00	9.750503e-01	6.651275e-02	-1.934682e+01	1.002484e+00	8.798721e+00	0.000000e+00	2.479345e-01	7.337226e+01	2.151984e+00	7.994394e-01	2.619218e-01
45	1293.15	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.934682e+01	1.002484e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
16	1293.22	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.934682e+01	1.001999e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
13	1293.20	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.934352e+01	1.001999e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
107	1294.68	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933841e+01	1.001999e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
17	1296.90	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933841e+01	1.003912e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
17	1298.84	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933841e+01	1.004484e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
25	1295.19	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933841e+01	1.003137e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
162	1295.89	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933705e+01	1.003137e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
6	1295.29	2.269443e+00	1.181777e-01	1.041998e+00	3.073006e+00	9.754561e-01	6.883415e-02	-1.933705e+01	1.002250e+00	8.998764e+00	0.000000e+00	2.479772e-01	7.329171e+01	2.160676e+00	8.044350e-01	2.634491e-01
134	1298.44	2.291074e+00	1.182679e-01	1.041797e+00	3.073243e+00	9.731639e-01	6.784626e-02	-1.933705e+01	1.002250e+00	8.853470e+00	0.000000e+00	2.480678e-01	7.339446e+01	2.161187e+00	8.027699e-01	2.632810e-01
16	1299.43	2.283026e+00	1.186960e-01	1.041877e+00	3.085056e+00	9.714725e-01	7.351850e-02	-1.933705e+01	1.002250e+00	9.405869e+00	0.000000e+00	2.480342e-01	7.316285e+01	2.186869e+00	8.123304e-01	2.655998e-01
33	1296.60	2.283661e+00	1.177106e-01	1.042008e+00	3.081001e+00	9.698955e-01	7.276624e-02	-1.933705e+01	1.002250e+00	9.316025e+00	0.000000e+00	2.480369e-01	7.363706e+01	2.178020e+00	7.990220e-01	2.603846e-01
