2  58.1098	2.269273e+00	1.173945e-01	7.300957e-01	7.674720e-01	2.640167e-01	7.300957e+01	
1  45.1494	2.291003e+00	1.156950e-01	7.253565e-01	7.586553e-01	2.646608e-01	7.253565e+01	
1  35.9752	2.286616e+00	1.139553e-01	7.196231e-01	7.508459e-01	2.654506e-01	7.196231e+01	
1  32.9949	2.272331e+00	1.155407e-01	7.181097e-01	7.638659e-01	2.693680e-01	7.181097e+01	
1  21.1021	2.312097e+00	1.143611e-01	7.112645e-01	7.598207e-01	2.730322e-01	7.112645e+01	
2  17.6784	2.330603e+00	1.112715e-01	7.036424e-01	7.434287e-01	2.731131e-01	7.036424e+01	
3  17.5507	2.353157e+00	1.121045e-01	6.994790e-01	7.521546e-01	2.785373e-01	6.994790e+01	
3  15.0027	2.332435e+00	1.157465e-01	6.990349e-01	7.794831e-01	2.859205e-01	6.990349e+01	
3  14.8273	2.331715e+00	1.162047e-01	6.992627e-01	7.826056e-01	2.866565e-01	6.992627e+01	
5  14.7216	2.305415e+00	1.141908e-01	7.014463e-01	7.671634e-01	2.802470e-01	7.014463e+01	
2  13.3037	2.259100e+00	1.165281e-01	6.986809e-01	7.880490e-01	2.863092e-01	6.986809e+01	
2  14.1067	2.250983e+00	1.200174e-01	7.026334e-01	8.099344e-01	2.900005e-01	7.026334e+01	
3  13.8437	2.277652e+00	1.227621e-01	6.952480e-01	8.352782e-01	3.024243e-01	6.952480e+01	
1  13.4473	2.306607e+00	1.212835e-01	6.989587e-01	8.202246e-01	2.967879e-01	6.989587e+01	
9  13.6353	2.314164e+00	1.218806e-01	7.045805e-01	8.191713e-01	2.934256e-01	7.045805e+01	
1  13.2379	2.306680e+00	1.191887e-01	7.005050e-01	8.038380e-01	2.912117e-01	7.005050e+01	
8  13.8602	2.323756e+00	1.189816e-01	7.025423e-01	7.999300e-01	2.894513e-01	7.025423e+01	
2  13.3387	2.276861e+00	1.211908e-01	7.032590e-01	8.168163e-01	2.923805e-01	7.032590e+01	
1  13.6262	2.286964e+00	1.262283e-01	7.009263e-01	8.544712e-01	3.047889e-01	7.009263e+01	
4  13.6199	2.308879e+00	1.245461e-01	7.042717e-01	8.386143e-01	2.989505e-01	7.042717e+01	
6  14.6367	2.316427e+00	1.243991e-01	7.081086e-01	8.338218e-01	2.955769e-01	7.081086e+01	
1  15.4974	2.317383e+00	1.225228e-01	7.095421e-01	8.191987e-01	2.906759e-01	7.095421e+01	
2  13.9183	2.325955e+00	1.211587e-01	7.044515e-01	8.137058e-01	2.923159e-01	7.044515e+01	
1  14.8844	2.297919e+00	1.213097e-01	6.942694e-01	8.249706e-01	3.006847e-01	6.942694e+01	
2  14.5253	2.298099e+00	1.166519e-01	6.938619e-01	7.917725e-01	2.913671e-01	6.938619e+01	
1  14.6072	2.302749e+00	1.199424e-01	6.947511e-01	8.145284e-01	2.975353e-01	6.947511e+01	
